student_id,total_days,avg_engagement,engagement_variability,avg_difficulty,completion,satisfaction,learning,has_disability,disability_type,country,year,attendance_rate,early_engagement,engagement_trend
2024_0,12,3.533333333333333,0.8778934842547641,2.9166666666666665,1.0,4.82,4.68,0,none,Kenya,2024,0.8,4.083333333333333,-0.5699999999999998
2024_10,9,3.4755555555555557,0.7576627071314634,3.0,1.0,4.08,1.74,0,none,Peru,2024,0.6,3.3233333333333337,0.0
2024_1003,10,3.535,1.1027364951690763,3.3,1.0,3.14,4.31,0,none,Kenya,2024,0.6666666666666666,4.086666666666667,0.2200000000000002
2024_1005,5,3.316,0.400599550673737,2.8,0.0,3.2599999999999993,3.11,0,none,UK,2024,0.3333333333333333,3.35,0.18999999999999995
2024_1006,2,3.0549999999999997,0.6717514421272202,3.0,0.0,1.84,4.09,1,multiple,USA,2024,0.13333333333333333,3.0549999999999997,0.9499999999999997
2024_1007,6,2.801666666666667,1.45455720639192,3.1666666666666665,0.0,3.48,3.91,1,cognitive,USA,2024,0.4,2.3733333333333335,2.33
2024_1008,1,3.62,0.0,2.0,0.0,2.67,2.3,1,motor,USA,2024,0.06666666666666667,3.62,0.0
2024_101,11,3.333636363636364,0.5975662762785854,2.727272727272727,1.0,4.24,4.83,0,none,Kenya,2024,0.7333333333333333,2.855,0.27
2024_1012,6,3.2133333333333334,0.9803604779195593,3.5,0.0,2.94,3.8800000000000003,0,none,Brazil,2024,0.4,2.6999999999999997,-0.10000000000000009
2024_1013,9,2.8633333333333333,1.2380831959121326,3.2222222222222223,1.0,3.8899999999999997,4.21,0,none,USA,2024,0.6,4.475,-1.23
2024_1017,9,3.22,0.8181534085976786,3.111111111111111,1.0,3.8899999999999997,3.18,0,none,Brazil,2024,0.6,3.4133333333333336,-0.04999999999999982
2024_1018,6,3.908333333333333,1.0978236045315597,2.8333333333333335,0.0,3.32,4.25,1,multiple,Kenya,2024,0.4,4.123333333333333,0.10999999999999943
2024_1019,1,2.45,0.0,3.0,0.0,2.52,2.97,1,prefer_not_to_say,UK,2024,0.06666666666666667,2.45,0.0
2024_102,1,4.02,0.0,2.0,0.0,2.67,1.8,1,multiple,USA,2024,0.06666666666666667,4.02,0.0
2024_1020,11,3.027272727272727,1.0099711967090041,2.6363636363636362,1.0,3.42,4.79,0,none,Germany,2024,0.7333333333333333,2.9466666666666668,0.20000000000000018
2024_1021,6,2.688333333333333,1.1513195328259946,2.6666666666666665,0.0,3.1199999999999997,3.68,1,hearing,Kenya,2024,0.4,2.106666666666667,-0.3500000000000001
2024_1022,2,2.885,1.5485638507985393,2.5,0.0,3.1,2.15,1,cognitive,UK,2024,0.13333333333333333,2.885,2.19
2024_1024,10,3.91,1.0430830370695434,3.3,1.0,3.62,3.29,0,none,UK,2024,0.6666666666666666,3.9633333333333334,-3.62
2024_1025,13,3.7361538461538464,0.5873320818403966,3.0,1.0,4.59,3.61,0,none,UK,2024,0.8666666666666667,3.733333333333333,-0.04999999999999982
2024_1026,6,2.9033333333333338,1.2213708145631557,3.3333333333333335,0.0,3.3800000000000003,3.48,0,none,Kenya,2024,0.4,3.39,-1.1099999999999999
2024_1032,5,3.596,1.2119735970721475,3.2,0.0,3.2,1.8199999999999998,0,none,USA,2024,0.3333333333333333,3.9133333333333336,-1.3600000000000003
2024_1035,9,3.988888888888889,0.8375029021508588,2.7777777777777777,0.0,0.0,0.0,0,none,USA,2024,0.6,3.05,1.88
2024_1036,8,3.385,0.7920497819852341,3.625,1.0,3.37,4.05,1,cognitive,India,2024,0.5333333333333333,2.9066666666666667,-2.21
2024_1037,23,3.38304347826087,1.1102433590008693,3.4347826086956523,1.0,5.0,5.0,0,none,Peru,2024,1.5333333333333334,3.3579999999999997,0.5199999999999996
2024_1038,8,3.9975,0.645019379553824,3.0,1.0,3.58,3.18,0,none,India,2024,0.5333333333333333,3.8366666666666664,1.4700000000000002
2024_1040,2,2.565,0.14849242404917495,3.0,0.0,2.19,2.77,1,hearing,Brazil,2024,0.13333333333333333,2.565,-0.20999999999999996
2024_1041,10,3.787,1.0028631234841796,3.0,1.0,3.56,4.39,0,none,Germany,2024,0.6666666666666666,3.58,1.6
2024_1043,13,3.4661538461538464,0.7882526927910286,3.4615384615384617,1.0,4.14,5.0,0,none,Germany,2024,0.8666666666666667,3.603333333333333,-1.4600000000000004
2024_1044,6,3.0399999999999996,0.8452218643646175,2.8333333333333335,0.0,2.8699999999999997,4.81,1,hearing,UK,2024,0.4,2.8666666666666667,-1.1400000000000001
2024_1046,5,2.952,1.0119634380747164,3.2,0.0,3.41,2.87,0,none,Brazil,2024,0.3333333333333333,3.765,-0.8800000000000003
2024_1047,11,3.7263636363636365,0.7144826481766051,3.090909090909091,1.0,3.72,4.56,0,none,Germany,2024,0.7333333333333333,3.186666666666667,0.020000000000000018
2024_1048,5,4.108,0.6966132355905965,3.4,0.0,3.5099999999999993,3.44,0,none,UK,2024,0.3333333333333333,4.323333333333333,1.19
2024_1049,6,2.891666666666667,1.1981221417980166,3.1666666666666665,0.0,2.91,4.2,0,none,UK,2024,0.4,3.436666666666667,0.06999999999999984
2024_105,14,3.2378571428571425,1.0964711127516773,3.0,1.0,4.95,4.34,0,none,Kenya,2024,0.9333333333333333,3.296666666666667,0.7800000000000002
2024_1051,6,3.525,0.7333962094257099,3.3333333333333335,0.0,4.31,3.66,1,multiple,India,2024,0.4,3.7466666666666666,0.39999999999999947
2024_1053,2,3.16,1.2869343417595167,3.0,0.0,2.6,2.06,0,none,Brazil,2024,0.13333333333333333,3.16,-1.8200000000000003
2024_1054,7,3.255714285714286,0.9095943627584248,3.142857142857143,0.0,3.38,2.8300000000000005,1,visual,UK,2024,0.4666666666666667,3.3466666666666662,2.13
2024_1056,8,3.1875,1.139457891154511,2.625,1.0,3.69,3.98,0,none,Brazil,2024,0.5333333333333333,2.9433333333333334,-2.5700000000000003
2024_1057,6,3.0316666666666667,0.9433433450587684,3.0,0.0,2.23,2.3,1,cognitive,UK,2024,0.4,3.17,-0.7499999999999996
2024_1058,7,3.3185714285714285,0.7640992206825098,3.2857142857142856,0.0,2.94,2.35,0,none,Peru,2024,0.4666666666666667,2.953333333333333,-0.11999999999999966
2024_1059,8,3.2262500000000003,1.0459573536785742,2.75,1.0,3.19,4.63,0,none,Brazil,2024,0.5333333333333333,2.8366666666666664,1.9100000000000001
2024_106,1,5.0,0.0,2.0,0.0,2.77,1.77,0,none,Germany,2024,0.06666666666666667,5.0,0.0
2024_1060,9,2.84,0.9577186434438874,3.4444444444444446,1.0,4.08,2.99,1,hearing,Peru,2024,0.6,3.146,1.0099999999999998
2024_1061,4,2.7199999999999998,0.7062105446206062,2.75,0.0,3.78,2.66,0,none,Peru,2024,0.26666666666666666,2.9033333333333338,-1.4299999999999997
2024_1063,13,3.2523076923076926,0.7574535612404877,2.6153846153846154,1.0,3.5900000000000003,5.0,0,none,UK,2024,0.8666666666666667,3.11,0.9599999999999995
2024_1066,14,3.3628571428571425,1.156975025137193,2.9285714285714284,1.0,4.65,5.0,0,none,USA,2024,0.9333333333333333,2.84,3.05
2024_1067,3,4.06,0.7956758133813041,2.6666666666666665,0.0,3.06,2.81,1,prefer_not_to_say,Brazil,2024,0.2,4.06,1.5099999999999998
2024_1069,3,2.7300000000000004,1.2085942247090213,3.6666666666666665,0.0,1.68,2.68,0,none,Germany,2024,0.2,2.7300000000000004,2.25
2024_1070,7,3.1757142857142857,0.6603245955047954,3.142857142857143,0.0,2.62,3.1699999999999995,1,cognitive,UK,2024,0.4666666666666667,3.16,-1.33
2024_1073,1,3.47,0.0,4.0,0.0,2.28,3.13,0,none,UK,2024,0.06666666666666667,3.47,0.0
2024_1075,8,2.94375,0.7381625353344807,2.875,1.0,3.3,5.0,0,none,Peru,2024,0.5333333333333333,2.8466666666666662,0.9899999999999998
2024_1076,3,2.8333333333333335,0.7336438736426095,2.3333333333333335,0.0,1.83,2.03,0,none,USA,2024,0.2,2.8333333333333335,1.1400000000000001
2024_1077,8,2.98625,0.9514640973633365,2.875,1.0,3.69,1.97,1,hearing,Kenya,2024,0.5333333333333333,2.316666666666667,-0.8500000000000001
2024_1078,7,3.488571428571429,1.1367706976552567,2.4285714285714284,0.0,2.81,3.73,0,none,India,2024,0.4666666666666667,2.96,-1.21
2024_1079,8,3.8274999999999997,0.61126917147849,3.125,1.0,4.07,2.92,0,none,Peru,2024,0.5333333333333333,3.233333333333333,-1.4500000000000002
2024_1080,12,3.8216666666666668,0.8077109443959329,2.8333333333333335,1.0,4.14,4.75,0,none,Germany,2024,0.8,3.5100000000000002,-0.73
2024_1083,7,3.697142857142857,0.7879237333167526,3.4285714285714284,0.0,2.53,3.27,0,none,Peru,2024,0.4666666666666667,3.533333333333333,-2.18
2024_1087,6,2.841666666666667,0.9304282168263529,3.1666666666666665,0.0,3.08,4.44,0,none,Kenya,2024,0.4,2.9633333333333334,-0.8599999999999999
2024_1088,9,3.894444444444445,0.6997162123159487,3.0,1.0,4.07,3.81,0,none,UK,2024,0.6,3.856666666666667,0.06000000000000005
2024_1089,4,3.1475,0.7671321050944659,3.0,0.0,3.18,2.95,0,none,Peru,2024,0.26666666666666666,3.5,-0.56
2024_109,6,2.735,0.7656304591642106,2.8333333333333335,0.0,2.73,3.7000000000000006,1,cognitive,Germany,2024,0.4,2.6666666666666665,-0.9099999999999997
2024_1090,2,4.465,0.049497474683058526,3.0,0.0,2.83,2.18,1,prefer_not_to_say,India,2024,0.13333333333333333,4.465,0.07000000000000028
2024_1092,9,3.855555555555556,0.9456626130802559,3.3333333333333335,1.0,3.9000000000000004,5.0,0,none,Peru,2024,0.6,3.9200000000000004,-0.17999999999999972
2024_1093,12,3.22,0.9516206272364098,3.1666666666666665,1.0,4.5,4.26,1,multiple,Brazil,2024,0.8,3.276666666666667,-1.5099999999999998
2024_1095,9,4.138888888888889,0.9061794033805397,3.0,1.0,3.3,3.17,0,none,UK,2024,0.6,4.016666666666667,-2.62
2024_1096,12,3.24,0.7164939890631578,3.0833333333333335,1.0,4.45,3.9599999999999995,1,prefer_not_to_say,Peru,2024,0.8,2.7566666666666664,-0.6100000000000003
2024_1097,3,4.21,1.368320137979413,2.0,0.0,2.9,2.31,0,none,UK,2024,0.2,4.21,-2.37
2024_1098,12,3.3541666666666665,1.0841541179717724,2.9166666666666665,1.0,5.0,4.56,0,none,UK,2024,0.8,3.203333333333333,-0.29000000000000004
2024_11,5,3.1819999999999995,1.332767796729798,3.2,0.0,2.21,3.13,0,none,India,2024,0.3333333333333333,3.393333333333333,-2.0599999999999996
2024_110,5,3.2960000000000003,0.9492523373687315,3.0,0.0,2.81,3.5,0,none,UK,2024,0.3333333333333333,3.1199999999999997,0.75
2024_1100,10,3.312,0.9094418312593966,3.1,1.0,4.0,4.29,1,motor,Peru,2024,0.6666666666666666,3.09,0.6300000000000003
2024_1101,12,3.9225,0.7896734077510088,3.0,1.0,5.0,4.25,0,none,Kenya,2024,0.8,4.113333333333333,0.6900000000000004
2024_1102,3,2.02,0.9465199416811038,3.6666666666666665,0.0,2.97,3.3800000000000003,0,none,Germany,2024,0.2,2.87,1.87
2024_1103,9,3.2344444444444442,1.3132127694238196,2.7777777777777777,1.0,3.96,2.67,0,none,Brazil,2024,0.6,3.1300000000000003,0.06999999999999984
2024_1104,9,3.0155555555555558,1.2409181188852785,3.2222222222222223,1.0,4.19,2.41,1,motor,Kenya,2024,0.6,3.026666666666667,-2.8400000000000003
2024_1105,5,3.1260000000000003,1.0860386733445546,3.4,0.0,3.85,2.09,0,none,India,2024,0.3333333333333333,2.8833333333333333,0.7600000000000002
2024_1106,6,3.72,1.3182867669820553,2.6666666666666665,0.0,4.18,3.26,0,none,Peru,2024,0.4,3.6266666666666665,0.20000000000000018
2024_1107,12,3.7900000000000005,0.8835054149136938,3.1666666666666665,1.0,4.84,4.76,0,none,Kenya,2024,0.8,4.016666666666667,1.1800000000000002
2024_1109,9,3.381111111111111,0.8712124374175975,3.5555555555555554,1.0,4.29,2.42,1,multiple,USA,2024,0.6,3.6966666666666668,0.43999999999999995
2024_1110,7,2.892857142857143,1.178823061160499,3.142857142857143,0.0,3.0800000000000005,3.68,0,none,UK,2024,0.4666666666666667,3.026666666666667,-1.5500000000000003
2024_1111,13,3.056923076923077,1.080141847285073,3.4615384615384617,1.0,4.83,4.52,1,visual,India,2024,0.8666666666666667,2.9133333333333336,1.0700000000000003
2024_1112,5,3.5799999999999996,0.5954410130315176,3.4,0.0,3.1,2.85,0,none,USA,2024,0.3333333333333333,3.785,0.009999999999999787
2024_1113,12,3.36,0.9081649830089444,3.0833333333333335,1.0,5.0,5.0,0,none,India,2024,0.8,3.953333333333333,0.52
2024_1114,11,3.514545454545454,0.9211662568327571,2.909090909090909,1.0,4.94,5.0,0,none,Germany,2024,0.7333333333333333,3.418333333333333,-0.56
2024_1116,16,2.976875,1.0594509191085728,2.75,1.0,5.0,4.55,0,none,Brazil,2024,1.0666666666666667,3.115,-1.1800000000000006
2024_1117,6,3.016666666666667,0.8033098198495188,2.6666666666666665,0.0,3.06,3.4500000000000006,0,none,USA,2024,0.4,2.5500000000000003,0.4900000000000002
2024_1119,4,3.7575,0.40574006457336687,3.0,0.0,2.88,1.87,1,cognitive,UK,2024,0.26666666666666666,3.9266666666666663,-0.8300000000000001
2024_1120,7,3.06,1.0894341038661617,3.2857142857142856,0.0,0.0,0.0,1,motor,USA,2024,0.4666666666666667,3.796666666666667,-1.29
2024_1124,7,3.134285714285714,1.0692342609371928,3.5714285714285716,0.0,4.37,3.95,0,none,Kenya,2024,0.4666666666666667,3.08,-1.54
2024_1125,6,3.455,1.073158888515582,2.8333333333333335,0.0,3.1,3.24,0,none,Germany,2024,0.4,3.3366666666666664,-1.1300000000000003
2024_1126,9,3.532222222222222,0.9761119015996292,3.111111111111111,1.0,4.66,2.75,0,none,USA,2024,0.6,3.5799999999999996,2.0500000000000003
2024_1127,4,3.3625,1.1543360284885276,3.5,0.0,2.56,3.17,0,none,Brazil,2024,0.26666666666666666,3.313333333333333,0.10000000000000009
2024_1128,6,3.1300000000000003,0.6051776598652663,3.3333333333333335,0.0,2.17,3.1,0,none,UK,2024,0.4,3.005,0.4500000000000002
2024_1129,3,4.123333333333334,0.783857980334023,3.0,0.0,2.38,4.33,0,none,USA,2024,0.2,4.123333333333334,1.12
2024_113,4,3.2975,1.1932972527133938,3.25,0.0,2.73,2.08,0,none,India,2024,0.26666666666666666,2.893333333333333,-1.3499999999999996
2024_1130,11,3.092727272727273,0.9819377873275976,2.727272727272727,1.0,3.9600000000000004,2.52,1,cognitive,USA,2024,0.7333333333333333,2.425,-1.94
2024_1131,6,3.3766666666666665,0.8704175243333894,3.0,0.0,4.24,3.48,1,visual,India,2024,0.4,3.0,-1.52
2024_1132,12,3.7741666666666664,0.7253395234250123,2.6666666666666665,1.0,4.31,5.0,0,none,Germany,2024,0.8,4.216666666666667,0.16000000000000014
2024_1133,1,5.0,0.0,3.0,0.0,2.47,2.21,0,none,India,2024,0.06666666666666667,5.0,0.0
2024_1135,12,3.5708333333333333,0.7683566682843128,3.0833333333333335,1.0,3.9,4.02,0,none,Peru,2024,0.8,3.01,-1.2100000000000004
2024_1136,2,4.49,0.7212489168102786,3.5,0.0,2.46,2.87,0,none,UK,2024,0.13333333333333333,4.49,-1.02
2024_1137,8,3.5525,0.7885384309866305,3.5,1.0,2.93,3.54,0,none,Peru,2024,0.5333333333333333,3.98,-0.9500000000000002
2024_1138,4,2.9925,1.1263029491807848,3.5,0.0,3.45,1.93,0,none,Peru,2024,0.26666666666666666,2.0700000000000003,-1.9500000000000002
2024_1139,12,3.035833333333333,0.9871304448508897,3.0,1.0,4.77,3.49,0,none,India,2024,0.8,4.14,2.4
2024_1140,13,3.4992307692307696,0.8209594137193136,3.0,1.0,4.33,3.21,0,none,USA,2024,0.8666666666666667,3.3000000000000003,-1.5
2024_1141,12,3.7424999999999997,0.7232015310723938,3.0833333333333335,1.0,4.55,3.86,0,none,India,2024,0.8,3.3699999999999997,-0.5800000000000001
2024_1143,3,3.2566666666666664,0.655006361292265,3.0,0.0,1.6000000000000003,2.7000000000000006,1,motor,Peru,2024,0.2,3.2566666666666664,0.5099999999999998
2024_1147,9,3.4044444444444446,0.9554463761916614,2.7777777777777777,1.0,4.33,4.09,0,none,India,2024,0.6,3.5,-1.5899999999999999
2024_1148,1,5.0,0.0,3.0,0.0,2.38,2.75,0,none,India,2024,0.06666666666666667,5.0,0.0
2024_115,4,3.7874999999999996,0.9848307807266513,3.0,0.0,2.44,2.88,0,none,Kenya,2024,0.26666666666666666,3.56,-1.5999999999999996
2024_1150,4,3.2825,0.5641734366900542,2.25,0.0,3.9,2.9,0,none,India,2024,0.26666666666666666,3.2733333333333334,-0.73
2024_1151,1,1.43,0.0,3.0,0.0,1.78,2.44,1,hearing,USA,2024,0.06666666666666667,1.43,0.0
2024_1152,4,3.1025,0.41732281669390353,2.5,0.0,2.61,2.77,0,none,USA,2024,0.26666666666666666,3.043333333333333,-0.26000000000000023
2024_1153,10,2.893,0.8831389723279369,2.8,1.0,4.37,3.62,1,visual,India,2024,0.6666666666666666,3.0199999999999996,-0.56
2024_1154,6,3.5400000000000005,0.734166193719106,2.8333333333333335,0.0,1.7700000000000002,3.08,0,none,UK,2024,0.4,3.856666666666667,-1.1599999999999997
2024_1155,1,2.19,0.0,4.0,0.0,2.45,3.42,0,none,India,2024,0.06666666666666667,2.19,0.0
2024_1156,9,3.6655555555555557,0.7083627444874393,2.888888888888889,1.0,4.34,3.5699999999999994,0,none,Peru,2024,0.6,4.003333333333333,-2.39
2024_1157,8,3.735,0.8006247560499238,2.875,1.0,3.84,3.43,0,none,Peru,2024,0.5333333333333333,3.8000000000000003,0.3900000000000001
2024_1158,11,3.4709090909090907,1.03767484835525,3.0,1.0,4.64,4.09,0,none,Peru,2024,0.7333333333333333,2.5166666666666666,-0.009999999999999787
2024_116,1,3.41,0.0,2.0,0.0,2.58,3.37,1,hearing,India,2024,0.06666666666666667,3.41,0.0
2024_1163,9,3.192222222222222,0.8549090269990395,3.6666666666666665,1.0,5.0,2.76,0,none,Germany,2024,0.6,3.263333333333333,-0.3900000000000001
2024_1164,9,3.0077777777777777,1.008225889592429,3.2222222222222223,0.0,0.0,0.0,0,none,India,2024,0.6,2.796666666666667,3.2
2024_1166,10,3.3980000000000006,1.0027163108277437,2.6,1.0,3.97,3.63,0,none,India,2024,0.6666666666666666,2.835,0.20000000000000018
2024_1167,6,2.651666666666667,1.139217567748438,3.3333333333333335,0.0,3.82,2.65,0,none,Peru,2024,0.4,2.9466666666666668,-0.79
2024_1168,12,3.59,0.7008825605166417,3.0833333333333335,1.0,3.84,5.0,0,none,UK,2024,0.8,2.8866666666666667,0.6000000000000001
2024_1169,10,3.4160000000000004,0.9722391109644216,3.0,1.0,4.67,4.61,1,motor,UK,2024,0.6666666666666666,3.255,0.040000000000000036
2024_1171,7,3.382857142857143,1.0075666112920159,2.7142857142857144,0.0,2.84,4.15,0,none,India,2024,0.4666666666666667,3.48,-1.2999999999999998
2024_1173,2,4.59,0.5656854249492382,2.5,0.0,2.29,2.49,0,none,Brazil,2024,0.13333333333333333,4.59,0.7999999999999998
2024_1174,7,3.4457142857142857,0.6862180689075728,3.142857142857143,0.0,3.57,4.37,0,none,Brazil,2024,0.4666666666666667,3.58,1.33
2024_1175,1,3.88,0.0,4.0,0.0,2.42,1.72,0,none,UK,2024,0.06666666666666667,3.88,0.0
2024_1176,4,4.4025,0.5108408101682297,3.0,0.0,0.0,0.0,0,none,Peru,2024,0.26666666666666666,4.583333333333333,-0.5099999999999998
2024_1178,1,3.36,0.0,4.0,0.0,3.05,1.92,0,none,India,2024,0.06666666666666667,3.36,0.0
2024_1179,5,4.07,0.44743714642394167,2.0,0.0,2.75,3.53,0,none,UK,2024,0.3333333333333333,3.8366666666666673,-0.1999999999999993
2024_1180,10,3.3270000000000004,1.2173564254837885,3.0,1.0,3.56,3.56,0,none,India,2024,0.6666666666666666,3.9066666666666667,-2.22
2024_1181,11,3.3263636363636366,0.9223803199035931,2.909090909090909,1.0,4.21,4.51,0,none,Kenya,2024,0.7333333333333333,3.5460000000000003,1.44
2024_1182,8,3.12125,1.0387690173607276,3.625,1.0,4.11,3.71,0,none,UK,2024,0.5333333333333333,2.8000000000000003,-0.5800000000000001
2024_1183,2,2.635,1.590990257669732,4.0,0.0,2.44,2.8,1,hearing,UK,2024,0.13333333333333333,2.635,2.25
2024_1184,5,2.976,0.27835229476330897,2.0,0.0,2.23,3.06,1,cognitive,Germany,2024,0.3333333333333333,2.78,0.6200000000000001
2024_1185,1,3.36,0.0,3.0,0.0,3.01,2.75,0,none,Brazil,2024,0.06666666666666667,3.36,0.0
2024_1186,6,2.9616666666666664,0.7081642935552925,3.3333333333333335,0.0,3.39,3.91,1,multiple,India,2024,0.4,2.8449999999999998,-0.69
2024_1187,4,3.1574999999999998,0.5441430571703241,3.75,0.0,2.18,3.1,0,none,USA,2024,0.26666666666666666,3.3800000000000003,-0.29000000000000004
2024_1188,7,2.947142857142857,0.7674354323701394,2.5714285714285716,0.0,3.38,3.47,0,none,USA,2024,0.4666666666666667,2.65,-0.5299999999999998
2024_1189,14,3.7835714285714284,1.037531146096771,3.357142857142857,1.0,4.62,5.0,0,none,India,2024,0.9333333333333333,4.515000000000001,1.62
2024_119,8,3.05,1.1120765646817155,3.0,1.0,3.35,2.85,0,none,UK,2024,0.5333333333333333,2.8366666666666664,2.89
2024_1190,15,3.2113333333333336,0.8557107878138221,3.0,1.0,4.26,3.49,0,none,USA,2024,1.0,3.6799999999999997,-2.72
2024_1191,1,2.66,0.0,3.0,0.0,2.31,1.65,1,motor,India,2024,0.06666666666666667,2.66,0.0
2024_1194,7,3.218571428571429,0.7820151015470348,3.2857142857142856,1.0,2.95,3.4199999999999995,1,cognitive,Germany,2024,0.4666666666666667,2.565,2.07
2024_1197,6,3.4333333333333336,0.8399206311709854,3.5,0.0,3.5400000000000005,3.1300000000000003,0,none,UK,2024,0.4,2.953333333333333,2.0500000000000003
2024_1198,6,3.57,1.000059998200108,3.3333333333333335,0.0,3.27,4.02,0,none,India,2024,0.4,2.7466666666666666,-1.6199999999999997
2024_1199,15,3.662,0.870986304632365,3.2,1.0,5.0,5.0,0,none,UK,2024,1.0,4.06,1.3400000000000003
2024_12,7,3.0542857142857143,0.8854350558314472,2.2857142857142856,0.0,2.91,3.02,1,cognitive,UK,2024,0.4666666666666667,2.59,-2.24
2024_121,4,3.2125,1.362164331740729,2.5,0.0,3.01,3.5,1,motor,USA,2024,0.26666666666666666,4.86,1.1500000000000004
2024_122,11,3.5045454545454544,0.9345305092543919,3.090909090909091,1.0,4.37,3.77,0,none,Kenya,2024,0.7333333333333333,3.225,0.5499999999999998
2024_124,2,3.02,1.1313708498984758,3.5,0.0,2.6,3.59,0,none,Germany,2024,0.13333333333333333,3.02,1.5999999999999996
2024_125,6,3.4166666666666665,1.2314002869362453,3.0,0.0,3.35,3.6300000000000003,0,none,Germany,2024,0.4,3.186666666666666,-2.2399999999999998
2024_126,15,3.232666666666667,0.9505371914769839,3.066666666666667,1.0,4.83,4.87,0,none,Peru,2024,1.0,3.526666666666667,1.1099999999999994
